"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.variable_name","Answer.Desirable","Answer.clarityreason","Answer.desirabilityreason","Answer.feasibilereason","Answer.feasible","Answer.overall","Answer.viability","Approve","Reject"
"3JGHED38ED3OFYAGQV8LK49XMV17YH","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:22 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:22 PST 2020","","","33F859I567PRIZLBJFLFSQWD5GIHB8","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 08:34:10 PST 2020","Wed Nov 04 09:14:56 PST 2020","Sat Nov 07 09:14:56 PST 2020","","","","2446","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Community Endowments: the trifecta of partnerships</h2><p>Community endowments create wealth from investments in which profit is distributed to local shareholders and philanthropic organizations.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>Community endowments benefit three core users: businesses- non-profits- and individuals. The investment arm of a community endowment creates wealth through investment and support for local businesses. Profit from the investment activity is distributed as a dividend to shareholders who then spend this money in the local economy. Lastly- the other portion of profit is granted to non-profits which through their work raise community aura- thus circling back to benefit businesses and individuals.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>The community endowment concept draws on existing institutions; however- the novelty is in pairing an investment group- a co-operative mutual fund- and a community foundation under a single partnership. Instead of wealth concentrating in the hands of a few- it's distributed to residents interested in becoming a shareholder. This creates not only supplementary income but also a sense of ownership and pride in community.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Create a small experimental group of ten to twenty friends willing to invest $50 into a co-operative mutual fund or credit union like structure. Then- invest the sum amount in a local business through a low interest bearing micro-loan. Take the profits and distribute a portion to the shareholders and then the remainder to a non-profit that supports community and economic development. See how the non-profit's actions might have benefited either the business- shareholders- or both!</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>There is potential for this idea but many obstacles as well. The early obstacles are establishing a legal structure and ensuring the protection and stewardship of the shareholders' investment. Secondly- how can consistent profitability be generated so that shareholders receive a dividend? What can non-profits do to ensure their work is felt by businesses and citizens?</p><h4>This idea emerged from:</h4><p>An individual</p>","4","Depending on how markets due, this could or could not be viable in the long run.","I think it's an interesting idea that many people will at least want to try out, especially if they have extra money lying around.","If you find willing participants in this, it could be very feasible.","3","1","3"
"3HEM8MA6H9O4C2NUV7L874XGNGPQP3","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:22 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:22 PST 2020","","","3L2IS5HSFBUYOUGSM4XN20LXGCHNUL","A1IZ4NX41GKU4X","Submitted","Wed Nov 04 06:54:25 PST 2020","Wed Nov 04 07:08:02 PST 2020","Sat Nov 07 07:08:02 PST 2020","","","","817","100% (15/15)","100% (12/12)","100% (12/12)","<h2>Empowering community through Microfinance ventures in collaboration with existing economic and human capital capabilities</h2><p>Collaboration and expansion of possible venture strategy for sustainable business and profitable community</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>This idea will benefit the banks- new financial ventures- existing SMEs- people near and below poverty line and the Microfinance venture. The main players would be existing and new entrepreneurs - existing and new farmers- associations supporting the local business and the government in the respective area. These key players will get access to finance- training and education on how to use new money and increase in quality of their life and increase in lower level of community</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>I would like to answer this with- again- my project Joint venture between ASA - OCF in Ethiopia. ASA will create alliance with OCF- coffee growers- and will provide them with funds. Also ASA will transfer their knowledge and expertise to empower and train the common businessman and new entrepreneurs in how to use new money and how to create sustainable business. Microfinance will be important tool because it will provide easy access to small amount of money to common population.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>As explained- we can float a small venture in the region rich either with resources or with human capital. we will have to create the long term goal and long term profitability by identifying the scarcity of the market- local or global- and train & educate the local entrepreneurs in the particular field. This can be done in small scale but the timeline has to be defined and identified accordingly.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>I would need IDEO's expertise in challenging the idea from basic. Also I would need IDEO to help me create better plan and explore more sustainable and profitable business plan to elevate the current economic situation.</p><h4>This idea emerged from:</h4><p>An individual</p>","3","It’s very complicated to understand and get done which makes it not viable to me.","It’s desires le but it’s something that is going to be hard to do.","It’s seems more complicated than when you first look at it. It seems that it’s tough to get done.","2","1","2"
"3NSM4HLQNR6PCEO9VK0X79NQSCBQQU","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:22 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:22 PST 2020","","","37WLF8U1WQ2CED5OT974U2QDJW96KE","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 08:18:43 PST 2020","Wed Nov 04 08:23:17 PST 2020","Sat Nov 07 08:23:17 PST 2020","","","","274","100% (17/17)","100% (17/17)","0% (0/0)","<h2>One Step at a Time</h2><p>Financial literacy changes as you become more empowered</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>It benefits those who seek to improve financial literacy and those who receive financial literacy training</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>In every community there are early adopters who will learn quickly as long as the learning is immediately relevant and delivered in easily digestible doses. They will then teach their friends</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Our hypothesis is that poor households have gotJan Dhan bank accounts(J)- Aadhar cards (A)and most of them have mobile phones (M). This is called the JAM trinity in India.They now need to get the mobile phone linked to their account- get alerts and an MMID number. They need tolearn to use their debit cards at an ATM. We may test this soon in one of 272 wards in Delhi. This will enable them to receive money directly into their accounts. We will then get govt benefits/wages credited directly</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Has a similar easy step approach been used anywhere else . If it has worked and is documented then it would be great if links could be provided or documents uploaded.</p><h4>This idea emerged from:</h4><p>A group brainstorm</p>","5","This is an idea that could be implemented for generations of people.","Most people would probably be interested in this in order to save money.","This type of thing needs to be taught in schools, but since it isn't, you have to find ways to get the information out there.","5","5","5"
"31SIZS5W59RPOF398ZPXCZXVOYDQRV","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","34S9DKFK741F530XW5UC5LRAC0EYNG","A2HM35CWB7IIFM","Submitted","Wed Nov 04 05:55:45 PST 2020","Wed Nov 04 06:17:05 PST 2020","Sat Nov 07 06:17:05 PST 2020","","","","1280","100% (8/8)","100% (8/8)","100% (8/8)","<h2>Sculpting young entrepreneurs out of school children via competitions!</h2><p>Making children realize the importance of exploring various ideas in order to gain financial stability.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>This idea will benefit all school-going children. This is meant to sharpen their minds. teach them how to think and push them to explore financial options at a young age- which will make them wiser adults in financial matters. It also aims at tapping out the true potential and figuring out the subject towards which the child is inclined.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>School teachers and the parents of the children will be actively involved in making this idea work. Using the power of spirit of competition- this idea will bring out the best of the minds together in order to make children financially competent. Cause As you sow- so you reap. Set the children thinking in the right direction and they will continue to do so.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Try and implement this idea in a school and observe the results over a period of time. See how it benefits in a long run.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Ideas to make it more appealing to schools and help to refine the idea.</p><h4>This idea emerged from:</h4><p>An individual</p>","3","If this is describing a course or lesson that would be included in a school curriculum, it would require approval by school boards, which could be a challenge. However, it should be viable for the long term, since financial education is an enduring need.","The description is a bit vague and uses a lot of general statements and rather tired old sayings such as ""Cause As you sow- so you reap."" However, it is true that kids need education on handling finances since we are a nation of debtors, not savers and investors.","The description lacks specifics, so it is hard to judge the cost. It sounds like a course that would be included in a school curriculum, which would include some kind of materials that have a cost, as well as requiring approval by school boards.","2","2","3"
"39O6Z4JLX291QJL23XPZ74IR67DVXQ","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3DBQWDE4Y7AH3FQDL3PFUOTHHW15N0","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 08:09:07 PST 2020","Wed Nov 04 08:13:00 PST 2020","Sat Nov 07 08:13:00 PST 2020","","","","233","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Community Buyers Club</h2><p>Find people in your community to enlarge your buying power and save</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>In a community there are people who need the same products at the same point of time. Why couldn't they get together to buy more- share this and safe money instead? This idea is targeting families and singles who are frequent internet shoppers.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>A community's power is stronger than the sum of each individual. This can also be related to the power of the customers against suppliers. A community would be able to get cheaper prices for groceries- clothes and other commodities buy collecting their demand and forcing the suppliers to lower the price.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Collect the demand of notebooks at the beginning of a new semester in my students club and get the cheapest price online. See how much you can share and which commodities can be purchased via this approach. The experiment could be enlarged by saving demand for an order of new clothes when seasons change.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Do you think collecting the demand and scheduling the orders will work via an app? How could the community search for the cheapest offers?</p><h4>This idea emerged from:</h4><p>An individual</p>","5","I think companies would soon get tired of this and find ways to avoid it.","I definitely think people would love to have prices of certain products lowered, especially before certain events like the start of a school year.","I really don't understand how this could work, though.  Is it just a mass boycott of a product until it gets cheaper?","1","2","1"
"3QGTX7BCHPE9XK62YOV70R431JA5ZR","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3HL8HNGX46DOGAF8Q5JJYZPA103F9X","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:32:12 PST 2020","Wed Nov 04 06:14:45 PST 2020","Sat Nov 07 06:14:45 PST 2020","","","","2553","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Mock Stock</h2><p>High school students participate in an after school mock stock exchange! (UPDATE 5/31/15)</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>This experience would benefit high school seniors and their families- by teaching students the basic structure and function of the stock market and engaging them in a unique opportunity to take part. This could develop as a new extension of already existing non-profit educational programs- and incentivize young people the way the real world incentivizes adults- with cash rather than grades- allowing them to learn about their role as future choice makers in a consumer-driven economy.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>By gaining sponsorship from local businesses- the Mock Stock program could be run through a local YMCA or rec center on weekday afternoons and function like an afterschool club or sport. It would provide students who are interested in economics with an opportunity to explore the world of Wall Street using small amounts of money in reward for smart choices. TD Ameritrade might even donate their online educational tools if it means helping raise the next generation of buyers...</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>I could offer 3rd party workshops via Rainbow Tutoring- my friend's boutique tutoring company here in LA- which caters manly to high school students. A $5 buy in at the beginning of the program would be pooled and then rewarded to the student with the highest gain at the end. An experiment like this would allow us to gauge the willingness of teens to participate in a program like this- and track their interest so that the course structure could be amended for optimal engagement in the future.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>OpenIDEO community members with more advanced knowledge of the stock market could greatly enhance this concept- contributing the details necessary for a more accurate replication of the real thing. Community members who have experience teaching and leading teenagers would be able to advise us on how to make sure the students enjoyed their experience and felt motivated to learn and experiment. It’s important that the kids feel they walk away from their Mock Stock experience with useful knowledge.</p><h4>This idea emerged from:</h4><p>An individual</p>","5","I think this idea could something that could go on for years.","I definitely think there are people who would be interested in this.","The fact that your friend is willing to help out is a huge plus.","5","4","4"
"38LRF35D5L8PX6POEI8642R4L543UA","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3JWH6J9I9TPJSV7MMDGSXAT9RRYNBS","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 06:02:35 PST 2020","Wed Nov 04 06:48:30 PST 2020","Sat Nov 07 06:48:30 PST 2020","","","","2755","100% (17/17)","100% (17/17)","0% (0/0)","<h2>The Social Swipe“ by Misereor – makes giving easier than ever before</h2><p>The Social Swipe“ by Misereor – makes giving easier than ever before</p><h4>This idea emerged from:</h4><p>An organization</p>","3","I don't know enough about this idea to comment.","I think people on social media would like this idea.","I don't know enough about this idea to comment.","1","1","1"
"311HQEI8RSSOKOKLMHA4YBIZSP57Z8","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3WJEQKOXA9EBVEV5BCIY5SW068DA1H","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 06:26:28 PST 2020","Wed Nov 04 07:09:39 PST 2020","Sat Nov 07 07:09:39 PST 2020","","","","2591","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Simple Banking</h2><p>Simple community banking where everyone benefits and is primarily focused on providing financial services for those who need it most.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>First and foremost- the solution benefits those who are unable to access traditional banking accounts and services. Secondly- it benefits those who support such people to have better access to financial services (e.g.- the donors)- giving them knowledge that they are able to help fellow members of the community. It also allows such people to donate time in kind to staff with their ‘mobile’ banks. It also provides a forum for banks to support their local communities (and their CSR obligations).</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>As per the description above- it’s the power of the community that propels the network.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The solution can be built to start small: •A community bank (Bendigo Bank- Sydney AU) can be approached about diverting a percentage of its community funding to subsidise the cost of accounts and micro loans for a few people – a simple product with no charges or interest •Once successful- ‘traditional’ banking customers can directly donate money through a ‘keep the change’ approach •As a parallel activity of bringing the bank to the at-risk community members can be rolled out at any point</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Further insights and resources to aid in the refinement and implementation of the solution.</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","3","Community funding would be hard to find, unless you are in a rich neighborhood.","People are kind of selfish with their money, I don't know if they would be willing to partake in this.","If you found enough people in the community to help out, it could actually work out.","4","3","3"
"3PKVGQTFIHWYXHUVZ96RPL0XN7UYR6","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3O7L7BFSHF1PLX8FZO5QTA3D8OWIEK","A2UO3QJZNC2VOE","Submitted","Wed Nov 04 03:25:53 PST 2020","Wed Nov 04 03:28:51 PST 2020","Sat Nov 07 03:28:51 PST 2020","","","","178","0% (0/0)","0% (0/0)","0% (0/0)","<h2>BPI Globe BanKO's Ka-BanKO Ambassador</h2><p>Grassroots level education through community leaders who will be provided with incentives for their performance and production.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>There will be two main players in this project - the community and the ambassador. The community will be given financial access through the ambassadors and they can approach them with ease for any questions or concerns instead of going to somewhere or someone distant to the community. The ambassador will be given incentives for their performance as access points for the community - they can sell bank accounts and also serve as teachers for their community.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>Through the ambassadors- the community members can easily open bank accounts for themselves and their families. Targeting areas with BanKO partner outlets or establishments- they can easily cash in and out of their accounts. They will be given access to different financial services such as cash in and out- purchase of airtime for a discounted rate- send money through their phones- pay utility bills- buy insurance- and apply for loans.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>BanKO can perform a pilot test in 2 areas in Metro Manila- Philippines - Quezon City and Las Pinas City. The company is targeting those communities since parent leaders were already contacted and the areas are near the head office of the company. They can easily be reached for any updates and can be easily gathered for any orientation or refresher sessions.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>BanKO is very open and willing to learn on how they can effectively educate the community leaders and members. Guidance in making the project more human-centered and more effective in replicating for different areas. OpenIDEO will definitely be able to refine and shape the goal and plans into something that can improve the lives ofthe Filipino people.</p><h4>This idea emerged from:</h4><p>An organization</p>","4","I am not even sure how you would start","It would help a lot of people","It sounds overly complicated","2","4","2"
"3IH9TRB0FBBOECG9XX59X6OWTQ31I8","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3DBQWDE4Y7AH3FQDL3PFUOTHHVPN54","A1MIR0TP081SKT","Submitted","Wed Nov 04 07:00:34 PST 2020","Wed Nov 04 07:19:07 PST 2020","Sat Nov 07 07:19:07 PST 2020","","","","1113","100% (1/1)","100% (1/1)","100% (1/1)","<h2>Napkin Finance- everything you want to know about money in 30 seconds or less (6.8.15 Update: More student sketches and our findings)</h2><p>Napkin Finance is a visual- engaging- and fun guide to learning about money and finance.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>Our mission is to help millennials and young adults make smart money decisions. We have developed Napkin Finance as a quick and easy resource on everything you need to know about money in 30 seconds or less. It teaches readers how to take ownership of their personal finances and understand the power and impact behind making informed money decisions.Our platform helps organizations and financial institutions create a lifetime of financial well-being for their members and customers.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>Learning about finance can be intimidating and oftentimes overwhelming. The opportunity to create a lifetime of financial success is limited by the lack of access and skills.We partner with organizations that are working with young adults that may never otherwise have access to financial education. Napkin Finance has become a community of ideas and concepts that empowers readers to fully understand the complexity of personal finance.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The Napkin Finance platform is simple and easy to understand- administer- and distribute. It can be tested in schools and with organizations that are working with young adults.We hope to evaluate the effectiveness of our finance literacy program on different age groups and skill sets.We are also working on a more interactive napkin with videos and clickable images.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>We are working with specialists and experts in various fields to develop our curriculum and content.From the OpenIDEO community- we would love feedback on the design- clarity- and usefulness of our current program.We would also welcome suggestions for additional topics and categories and how to make the platform more engaging.</p><h4>This idea emerged from:</h4><p>An organization</p>","5","Financial decision making plays a vital role in lives of people and organisations, the concept provides a lifetime of financial well-being for their members and customers, which always has a demanding market.","Proposes visual- engaging- and fun guide to learning about money and finance to help millennials and young adults make smart money decisions","It teaches readers how to take ownership of their personal finances by providing a simple and easy to understand techniques,helps to understand the complexity of personal finance.","5","5","5"
"31ODACBENUR1PU3MNOP2292RA0WQSJ","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:04:23 PST 2020","1","BatchId:4240247;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:04:23 PST 2020","","","3EO896NRAX7N5RAI71FL4XIEOFETJ7","A3CR9XJAL7U5JW","Submitted","Wed Nov 04 07:45:27 PST 2020","Wed Nov 04 08:13:15 PST 2020","Sat Nov 07 08:13:15 PST 2020","","","","1668","0% (0/0)","0% (0/0)","0% (0/0)","<h2>The Social Card:The new personal social account within the banks community department</h2><p>Creating a social card & account linked to a network of community funds & projects within my bank to facilitate social funding & development</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>The idea creates a network within the existing financial system through a community bank as part of an existing bank- that includes accounts for NGOs- local & global community projects- citizens looking for loans and small initiatives as well as bank members willing to contribute financially. In addition- the bank members will get a debit card for their social accounts to facilitate donating and create a simplified connection to those needing funds within the current system & community.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>Members of the community are often encouraged to do good by seeing others do so. The idea is to give social community hubs- such as cafes- libraries- stores etc. accounts in the community bank or connect them back to the network so as to use them as an outlet for people to use the social card. While buying a coffee- they can use their card to quickly donate to any of the projects registered at the bank. Meanwhile- allowing others to see a simplified way of contributing within their own community</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>A simple way is to create a sample of the social card and start using it within local community hubs and introduce it to the community. Thereby- you can test the communities reaction to the idea and their willingness to become part of the network whether as donor or receiver. It is also essential to test the banks willingness to set up such a network within their system- though it will not require their financial contribution- but merely their management.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>The idea allows for a lot of creative development and assessment. This includes ideas such as cafes creating their own account for people to put in money for free coffee for homeless people etc. It will also require input and further development as to how to integrate it within the financial system and back to the community.</p><h4>This idea emerged from:</h4><p>An individual</p>","2","It is for a good cause but it seems like it would be a hassle and the incentives just arent there. And people would either forget to use or not use it because of complictations","There are not any clear benefits for individuals or your average person. This just makes it easier to give away money","It seems complicated. Its essentially like another account that I would need to keep up with. I would need a tool to keep track of spending","2","2","3"
