"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.variable_name","Answer.Desirable","Answer.clarityreason","Answer.desirabilityreason","Answer.feasibilereason","Answer.feasible","Answer.overall","Answer.viability","Approve","Reject"
"3087LXLJ6MS4XWT106R1TTBH0K60F4","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:33 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","352YTHGROWP7X0024Z74W19NZPF4HW","AB3UB7MB7X5R1","Approved","Mon Oct 12 00:37:41 PDT 2020","Mon Oct 12 00:47:46 PDT 2020","Thu Oct 15 00:47:46 PDT 2020","Thu Oct 15 00:47:56 PDT 2020","","","605","100% (275/275)","100% (251/251)","0% (0/0)","<h2>Cool City Challenge! Block by Block organizing for carbon reduction- behavior change</h2><p>The Cool City Challenge is a bottom-up organizing strategy to bring cities to deep carbon reduction- starting at the block level. Goals: Enroll 3 cities in 3 years to recruit 25% of households to reduce their carbon footprint by 25%Outcomes:Create social connection and networks around climate changeDevelop demand-side drivers for renewable energy and energy efficiency technologiesBuild political power for climate actionDevelop pathways for behavior changeEnroll cities to cooperate- bypassing the current political stagnationChange consciousnessI am familiar with this project but not involved in the rollout. I will reach out to the principals to see if they'd like to engage on OpenIDEO if there's interest.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The main players are the city politicians and staff; community organizers; block-by-block resident groups; individuals and families</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>The tools for real community engagement and recruitment exist. This research has been demonstrated as viable and is ready to scale. Once brought to scale- this methodology will engage individuals at the block level to implement carbon reduction strategies- including renewable energy. This is a perfect organizing tool to be added to system designs for community-scale renewable energy. Of then the technological solutions leave out the community-building solutions- which are the only viable pathway for fast adoption.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Some lightweight experiments have been completed. More explanation here: http://www.empowermentinstitute.net/index.php/community/community-empowerment</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>My post doesn't mention a specific type of energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","2","","How will residents be convinced to reduce their footprint? How will they find it ok?","25% is quite a lot, this is not really possible unless the environment changes, like better infrastructure/public transport.","3","2","2"
"3087LXLJ6MS4XWT106R1TTBH0K60F4","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:33 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3RXPCZQMQQNC5588XB6KD3QJ85F1G4","A59SC5P7P66F1","Approved","Sun Oct 04 23:22:18 PDT 2020","Sun Oct 04 23:26:27 PDT 2020","Wed Oct 07 23:26:27 PDT 2020","Wed Oct 07 23:27:07 PDT 2020","","","249","100% (268/268)","100% (268/268)","100% (24/24)","<h2>Cool City Challenge! Block by Block organizing for carbon reduction- behavior change</h2><p>The Cool City Challenge is a bottom-up organizing strategy to bring cities to deep carbon reduction- starting at the block level. Goals: Enroll 3 cities in 3 years to recruit 25% of households to reduce their carbon footprint by 25%Outcomes:Create social connection and networks around climate changeDevelop demand-side drivers for renewable energy and energy efficiency technologiesBuild political power for climate actionDevelop pathways for behavior changeEnroll cities to cooperate- bypassing the current political stagnationChange consciousnessI am familiar with this project but not involved in the rollout. I will reach out to the principals to see if they'd like to engage on OpenIDEO if there's interest.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The main players are the city politicians and staff; community organizers; block-by-block resident groups; individuals and families</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>The tools for real community engagement and recruitment exist. This research has been demonstrated as viable and is ready to scale. Once brought to scale- this methodology will engage individuals at the block level to implement carbon reduction strategies- including renewable energy. This is a perfect organizing tool to be added to system designs for community-scale renewable energy. Of then the technological solutions leave out the community-building solutions- which are the only viable pathway for fast adoption.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Some lightweight experiments have been completed. More explanation here: http://www.empowermentinstitute.net/index.php/community/community-empowerment</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>My post doesn't mention a specific type of energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","3","","The concept addresses a real problem and provides a solution.However, I am not sure whether enough people will be willing to participate, as I don't see a clear incentive for them.","The concept describes quite a large scale and timeframe and I think it might be difficult to get that many people on board as they would like to have.","2","2","3"
"30Y6N4AHYP8VZ6Z43DFQPP9JXXPRDI","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:02 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3NQL1CS15SKSD896YVCFRR4325LYVX","A59SC5P7P66F1","Approved","Fri Oct 09 07:23:07 PDT 2020","Fri Oct 09 07:27:17 PDT 2020","Mon Oct 12 07:27:17 PDT 2020","Mon Oct 12 07:27:45 PDT 2020","","","250","100% (268/268)","100% (268/268)","100% (24/24)","<h2>'CrowdSource' the generation of energy from renewable resources.</h2><p>The suggested model creates an opportunity for individuals and communities to earn money- gives flexibility to the consumers to buy only as much energy as he might require and ensures availability of energy for everybody all the time.To execute the model- the owners of residential houses and commercial buildings install a device (eg: Solar panels) to generate the renewable energy. Their respective energy needs are satisfied by the energy generated by this device and the unused energy is sold to the power distributors. Anybody who is in need of energy can buy it from power distributors. Public transportation- small and large scale industries are some example organizations who might want to buy energy from the power distributors.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The idea benefits all stakeholders. Main Players: 1)Residential communities: Anybody irrespective of income- education- sex- age can invest in the renewable energy generating device and participate in the process 2)Commercial buildings: Buildings like government office- private office- shopping malls etc can invest in the device that generates energy from renewable resource and participate in the process 3)Government: The government body must play a regulatory role in the process 4)Power distributors: Government can create a division which acts like a power distributor.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Experiments can be carried out to verify the following assumptions: 1)People are willing to contribute to the mission ‘green earth’. 2)Technology can be twisted or re-engineered to accommodate the changes made in the process.First experiment can be carried out to verify the technical capability of the devices and setup. This can be done by making prototypes with the help of electrical engineers.Once the first experiment is successful- second experiment can be carried out in a small town with a reasonable number of people. Ideally the town should have both residential and commercial communities.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>I would like to hear from OpenIdeo as to how best they can help me with this Idea.But if OpenIdeo needs me to define my expectations- here are some ways OpenIdeo could help me. - Feedback- comments and improvement suggestions from experts always help. It will be extremely helpful if experts from OpenIdeo help me refine the design. - Could OpenIdeo help me identify the authorities who can make the required changes in the system? Could OpenIdeo refer me to them?- Also could OpenIdeo help me prepare the presentation which I will use to present the idea to those authorities? Also-</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","3","I am not sure if all the intended stakeholders will be willing to cooperate, therefore I am not sure whether this idea is viable.","The idea sounds interesting and I think enough people will be willing to participate. However, I think some ideas or constructions like this idea already exist.","The idea describes a multitude of stakeholders and it is not clear to me what the added value is for all stakeholders. Therefore, I am not sure whether you can get them all to cooperate.","2","3","3"
"30Y6N4AHYP8VZ6Z43DFQPP9JXXPRDI","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:02 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3P529IW9KZXJHCGHF1ILFXZL5WWLF7","AB3UB7MB7X5R1","Approved","Sun Oct 11 16:00:52 PDT 2020","Sun Oct 11 16:05:31 PDT 2020","Wed Oct 14 16:05:31 PDT 2020","Wed Oct 14 16:06:30 PDT 2020","","","279","100% (275/275)","100% (251/251)","0% (0/0)","<h2>'CrowdSource' the generation of energy from renewable resources.</h2><p>The suggested model creates an opportunity for individuals and communities to earn money- gives flexibility to the consumers to buy only as much energy as he might require and ensures availability of energy for everybody all the time.To execute the model- the owners of residential houses and commercial buildings install a device (eg: Solar panels) to generate the renewable energy. Their respective energy needs are satisfied by the energy generated by this device and the unused energy is sold to the power distributors. Anybody who is in need of energy can buy it from power distributors. Public transportation- small and large scale industries are some example organizations who might want to buy energy from the power distributors.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The idea benefits all stakeholders. Main Players: 1)Residential communities: Anybody irrespective of income- education- sex- age can invest in the renewable energy generating device and participate in the process 2)Commercial buildings: Buildings like government office- private office- shopping malls etc can invest in the device that generates energy from renewable resource and participate in the process 3)Government: The government body must play a regulatory role in the process 4)Power distributors: Government can create a division which acts like a power distributor.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Experiments can be carried out to verify the following assumptions: 1)People are willing to contribute to the mission ‘green earth’. 2)Technology can be twisted or re-engineered to accommodate the changes made in the process.First experiment can be carried out to verify the technical capability of the devices and setup. This can be done by making prototypes with the help of electrical engineers.Once the first experiment is successful- second experiment can be carried out in a small town with a reasonable number of people. Ideally the town should have both residential and commercial communities.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>I would like to hear from OpenIdeo as to how best they can help me with this Idea.But if OpenIdeo needs me to define my expectations- here are some ways OpenIdeo could help me. - Feedback- comments and improvement suggestions from experts always help. It will be extremely helpful if experts from OpenIdeo help me refine the design. - Could OpenIdeo help me identify the authorities who can make the required changes in the system? Could OpenIdeo refer me to them?- Also could OpenIdeo help me prepare the presentation which I will use to present the idea to those authorities? Also-</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","2","It has no USP over its competition","The idea already exist quite a long time.","It already exist so it is feasible.","4","1","1"
"311HQEI8RSSOKOKLMH6HB01MK35Z7Q","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:15 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3G5F9DBFOQ96RDJHOV8R5R90C9BVHY","AB3UB7MB7X5R1","Approved","Sun Oct 11 20:19:02 PDT 2020","Mon Oct 12 00:35:16 PDT 2020","Thu Oct 15 00:35:16 PDT 2020","Thu Oct 15 00:35:54 PDT 2020","","","15374","100% (275/275)","100% (251/251)","0% (0/0)","<h2>GIVING BACK: Rewards for individuals/ organisations for reducing- generating and storing renewable energy for other households</h2><p>The idea is to give rewards to individuals and organisations in the form of:1.Annual Awards for those who have helped to reduce- generate and store renewable energy the most within that year.2.Project Funding for the few top winners who would like to develop their project further.3.Incentives based on the amount of energy they have saved- generated or stored for others.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The idea can benefit any community- around the world. The focus is to connect individuals and small organisation to help each other in collaborating to create sustainable environments beyond their owns.GIVING BACK program includes everybody with different motivations in creating sustainable environments. The environment savvy- the people and communities and small organisations who need to create their legacy- the entrepreneurs- designers and any individuals who would like to get simple payments from their efforts. We can also involve big corporations in: 1.CSR (Corporate Social Responsibility) departments to sponsor this initiative 2.Companies who produce green technology to sponsor a community to start this program.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>GIVING BACK program provides opportunities for everybody to start their own renewable energy initiatives and extend their individual efforts to others and rewarded for it.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The implementation could be started within a small community of approximately 50 participating households from different backgrounds and few community buildings such as schools- clinics and markets.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>To build this idea further- I would love the OpenIdeo community to help giving ideas and to develop developing the tools (smart-energy meter and the applications tied to it) and ideas or any suggestions on how to transfer stored energy in a simplest way possible.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A type of energy not listed</p><h4>This idea emerged from:</h4><p>An Individual</p>","4","Will it be rewarding enough?","This would be especially interesting for the organizations. it is something they can add in their year report.","How will it be measured? Other than that, seems fine,.","4","4","4"
"311HQEI8RSSOKOKLMH6HB01MK35Z7Q","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:15 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3Z4GS9HPNWM7NYC9TOJZ8043CP177B","A59SC5P7P66F1","Approved","Sun Oct 25 07:09:41 PDT 2020","Sun Oct 25 07:14:07 PDT 2020","Wed Oct 28 07:14:07 PDT 2020","Wed Oct 28 07:14:50 PDT 2020","","","266","100% (268/268)","100% (268/268)","100% (24/24)","<h2>GIVING BACK: Rewards for individuals/ organisations for reducing- generating and storing renewable energy for other households</h2><p>The idea is to give rewards to individuals and organisations in the form of:1.Annual Awards for those who have helped to reduce- generate and store renewable energy the most within that year.2.Project Funding for the few top winners who would like to develop their project further.3.Incentives based on the amount of energy they have saved- generated or stored for others.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The idea can benefit any community- around the world. The focus is to connect individuals and small organisation to help each other in collaborating to create sustainable environments beyond their owns.GIVING BACK program includes everybody with different motivations in creating sustainable environments. The environment savvy- the people and communities and small organisations who need to create their legacy- the entrepreneurs- designers and any individuals who would like to get simple payments from their efforts. We can also involve big corporations in: 1.CSR (Corporate Social Responsibility) departments to sponsor this initiative 2.Companies who produce green technology to sponsor a community to start this program.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>GIVING BACK program provides opportunities for everybody to start their own renewable energy initiatives and extend their individual efforts to others and rewarded for it.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The implementation could be started within a small community of approximately 50 participating households from different backgrounds and few community buildings such as schools- clinics and markets.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>To build this idea further- I would love the OpenIdeo community to help giving ideas and to develop developing the tools (smart-energy meter and the applications tied to it) and ideas or any suggestions on how to transfer stored energy in a simplest way possible.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A type of energy not listed</p><h4>This idea emerged from:</h4><p>An Individual</p>","3","This idea is not explained elaborately enough for me to be able to be a good judge.","This idea is not explained elaborately enough for me to be able to be a good judge.","I see a big barrier in getting all the parties with different incentives to collaborate.","2","1","1"
"31D0ZWOD0AB915CTPQ59FS0Q34T0AR","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:01 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3PH3VY7DJM95XNJGKRJUR0WJF8PZWX","AB3UB7MB7X5R1","Approved","Thu Oct 08 06:49:21 PDT 2020","Thu Oct 08 07:03:30 PDT 2020","Sun Oct 11 07:03:30 PDT 2020","Sun Oct 11 07:03:37 PDT 2020","","","849","100% (275/275)","100% (251/251)","0% (0/0)","<h2>Guerilla Public Service Announcements--Citizens Control the Message Now!</h2><p>Equip every concerned citizen witheasy-to-use- DIY publicity kits on renewable energy and climate change. Kits will be online in a wiki format so that individuals can use what's there and add their own ideas. Kits will include downloadable templates for posters- postcards- stickers- and web-ready graphics emphasizing the benefits of renewable energy- dispelling energy myths- and emphasizing the dire realities of climate change.For too long mass media and energy companies have dominated the message on climate change. Non-profits on their own have not been able to reach enough hearts and minds. We need an army of citizens to take control of the message and create change with their own guerilla-style P.S.A. campaigns!</p>","3","For some people this message might have the opposite effect. Especially if people are wasting resources for this.","It will definitely send a message and give people a voice.","There are mostly rules about it so it can get close to vandalism. How will it stay under control?","3","3","3"
"31D0ZWOD0AB915CTPQ59FS0Q34T0AR","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:01 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3QILPRALQ670QX9FJ0SUIXMONNJN8U","A59SC5P7P66F1","Approved","Sun Oct 11 09:33:40 PDT 2020","Sun Oct 11 09:37:41 PDT 2020","Wed Oct 14 09:37:41 PDT 2020","Wed Oct 14 09:38:16 PDT 2020","","","241","100% (268/268)","100% (268/268)","100% (24/24)","<h2>Guerilla Public Service Announcements--Citizens Control the Message Now!</h2><p>Equip every concerned citizen witheasy-to-use- DIY publicity kits on renewable energy and climate change. Kits will be online in a wiki format so that individuals can use what's there and add their own ideas. Kits will include downloadable templates for posters- postcards- stickers- and web-ready graphics emphasizing the benefits of renewable energy- dispelling energy myths- and emphasizing the dire realities of climate change.For too long mass media and energy companies have dominated the message on climate change. Non-profits on their own have not been able to reach enough hearts and minds. We need an army of citizens to take control of the message and create change with their own guerilla-style P.S.A. campaigns!</p>","2","On the long term, I don't think a lot of people will use this concept.","I think only a select amount of citizens who are very interested in the topic of climate change will make use of this idea. I am not sure that the idea will have the intended consequences.","This idea doesn't require a lot of resources for implementation. The main difficulty I think will be addressing the intended target group and getting them to participate.","4","2","2"
"31KPKEKW4APEKFHLV455A3KWLME0BM","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:03 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3E7TUJ2EGDYRIQ1CZYK5MO55TP0D9S","AB3UB7MB7X5R1","Approved","Mon Oct 12 00:35:17 PDT 2020","Mon Oct 12 00:37:40 PDT 2020","Thu Oct 15 00:37:40 PDT 2020","Thu Oct 15 00:37:54 PDT 2020","","","143","100% (275/275)","100% (251/251)","0% (0/0)","<h2>Boring Yet Effective: Minor Tweak to Property Taxes Assessment to Incentive Sustainability.</h2><p>Currently- many US cities use the below to determine property tax.100k Est. Market Value X .10 Assessment Level (10%) $10k Assessed ValuationX2.84 Prior Yr. Equalizer 28.4k Equalized Assessed Value - 5.5k Homeowner Exemption22.9k Adjusted Equalized ValueX.10 Sample Tax Rate (your tax rate could vary)$2.29k Tax BillI propose to remove the Homeowner Exemption and replace it with a system that bases the % reduction adjustment (or increase) on how much less (or more) net energy is consumed in comparison to the median user.This minor change would:1) Provide both pro & con incentivization2) Progressively applied3) Gives tax benefit to owners w/o income who install RE or downsizes property</p><h4>What community does this idea benefit and who are the main players?</h4><p>A simple deduction for an environmentally positive action doesn’t make sense as several benefits cannot be monetized (ex. wearing a sweater) and if the program is widely popular- a deduction could dramatically decrease city revenue.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","4","There are ratings already, so should be workable.","If people see it has an effect on their house worth, they will act upon it.","How will you measure it?","4","4","4"
"31KPKEKW4APEKFHLV455A3KWLME0BM","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:42:03 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3F6KKYWMNCDC7S56083A4P0PYEGND0","A59SC5P7P66F1","Approved","Sun Oct 11 13:10:48 PDT 2020","Sun Oct 11 13:13:35 PDT 2020","Wed Oct 14 13:13:35 PDT 2020","Wed Oct 14 13:14:21 PDT 2020","","","167","100% (268/268)","100% (268/268)","100% (24/24)","<h2>Boring Yet Effective: Minor Tweak to Property Taxes Assessment to Incentive Sustainability.</h2><p>Currently- many US cities use the below to determine property tax.100k Est. Market Value X .10 Assessment Level (10%) $10k Assessed ValuationX2.84 Prior Yr. Equalizer 28.4k Equalized Assessed Value - 5.5k Homeowner Exemption22.9k Adjusted Equalized ValueX.10 Sample Tax Rate (your tax rate could vary)$2.29k Tax BillI propose to remove the Homeowner Exemption and replace it with a system that bases the % reduction adjustment (or increase) on how much less (or more) net energy is consumed in comparison to the median user.This minor change would:1) Provide both pro & con incentivization2) Progressively applied3) Gives tax benefit to owners w/o income who install RE or downsizes property</p><h4>What community does this idea benefit and who are the main players?</h4><p>A simple deduction for an environmentally positive action doesn’t make sense as several benefits cannot be monetized (ex. wearing a sweater) and if the program is widely popular- a deduction could dramatically decrease city revenue.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","2","","This idea is interesting, but I think a lot of people will object.","This idea needs to be implemented by the government on a national level, therefore I don't think this concept is very feasible to implement for the idea-owner.","1","1","2"
"32TZXEA1OLWU65HUC8ZIGUX0GM341N","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:47:36 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","32RIADZISTGWN9EIFTJ30FGP80VS44","AB3UB7MB7X5R1","Approved","Sun Oct 11 16:15:54 PDT 2020","Sun Oct 11 16:19:40 PDT 2020","Wed Oct 14 16:19:40 PDT 2020","Wed Oct 14 16:20:31 PDT 2020","","","226","100% (275/275)","100% (251/251)","0% (0/0)","<h2>Clean Digest - a media platform for transitioning energy practices</h2><p>This multi-media platform serves as a space to share both technical information and personal stories about transitioning to more renewable energy sources at the household level. Professionally produced video content in the style of reality TV episodes will give a glimpse into specific case studies of families who have made these transitions in tandem with details on how others can undertake their own projects. This content will then spur feedback on a forum in which others can comment- ask questions- and post about their own experiences in taking on similar projects.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","4","It won't get a huge community. But it will interest some people.","Its a cute idea. It might help some people who are transitioning to renewable energy. But it will not introduce renewable energy to people who are not interested to begin with.","Should be doable on low filming budget. It will not get much profit.","4","4","3"
"32TZXEA1OLWU65HUC8ZIGUX0GM341N","3UZRKKY9ASJZSPXEC239C63ZTYYO48","Rate ideas (renewable energy) both","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.00","Tue Sep 22 05:47:36 PDT 2020","2","BatchId:294737;OriginalHitTemplateId:921587278;","2592000","259200","Mon Nov 16 04:58:04 PST 2020","","","3PJ71Z61R5EXQVL0J50ALM4W4SS91T","A59SC5P7P66F1","Approved","Thu Oct 08 12:10:16 PDT 2020","Thu Oct 08 12:13:39 PDT 2020","Sun Oct 11 12:13:39 PDT 2020","Sun Oct 11 12:13:54 PDT 2020","","","203","100% (268/268)","100% (268/268)","100% (24/24)","<h2>Clean Digest - a media platform for transitioning energy practices</h2><p>This multi-media platform serves as a space to share both technical information and personal stories about transitioning to more renewable energy sources at the household level. Professionally produced video content in the style of reality TV episodes will give a glimpse into specific case studies of families who have made these transitions in tandem with details on how others can undertake their own projects. This content will then spur feedback on a forum in which others can comment- ask questions- and post about their own experiences in taking on similar projects.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","3","I do not see yet how with this idea revenue is created to sustain itself.","I think this concept could be interesting in a bit of a different form. For example, when it will be in the form of a mini documentary series on Netflix, I think people will be interested in watching this.","You will need people who can create the content and you will need to pitch this idea to them. I am not sure you can make them enthusiastic enough about this concept.","3","2","2"
