"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.variable_name","Answer.Desirable","Answer.clarityreason","Answer.desirabilityreason","Answer.feasibilereason","Answer.feasible","Answer.overall","Answer.viability","Approve","Reject"
"3FTID4TN8LANUJZIUP9V39RYHX4LY2","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","3QECW5O0KIDFYSVXIZBR3NZ91JX5TG","A25D66AC4QUW2U","Submitted","Mon Oct 12 09:16:41 PDT 2020","Mon Oct 12 09:23:11 PDT 2020","Thu Oct 15 09:23:11 PDT 2020","","","","390","0% (0/0)","0% (0/0)","0% (0/0)","<h2>UPDATE: Communities as an alternative- rewarding- and personal investment opportunity</h2><p>Encouraging communities to thrive with their own on-hand resources through a peer lending trust system.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals).</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>How to improve the educational sector of my idea? What about the mediator/facilitators from the community- does that seem to have success? How to perfect and gap the holes in the idea?</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","4","Hard to know without additional information.","Many people enjoy socializing (virtually or in person).","Hard to know without additional information.","3","4","3"
"3FTID4TN8LANUJZIUP9V39RYHX4LY2","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","3U088ZLJVL58V2DQGYAQ9CAHO53W0B","A38DC3BG1ZCVZ2","Submitted","Mon Oct 12 09:15:05 PDT 2020","Mon Oct 12 09:55:07 PDT 2020","Thu Oct 15 09:55:07 PDT 2020","","","","2402","100% (135/135)","0% (0/0)","0% (0/0)","<h2>UPDATE: Communities as an alternative- rewarding- and personal investment opportunity</h2><p>Encouraging communities to thrive with their own on-hand resources through a peer lending trust system.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals).</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>How to improve the educational sector of my idea? What about the mediator/facilitators from the community- does that seem to have success? How to perfect and gap the holes in the idea?</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","3","it would depend on the outcome of people and whether others are willing to continue to invest","i believe there are already similar programs","testing has to be carried out first","3","3","3"
"335VBRURDJCUNCHI5RUBRX8NZRI9EE","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","30H4UDGLT3UFE7NWTHJTFF9YYCJMP1","A29VL3MZE7YPBZ","Submitted","Mon Oct 12 10:13:26 PDT 2020","Mon Oct 12 10:23:36 PDT 2020","Thu Oct 15 10:23:36 PDT 2020","","","","610","0% (0/0)","0% (0/0)","0% (0/0)","<h2>Simple Banking</h2><p>Simple community banking where everyone benefits and is primarily focused on providing financial services for those who need it most.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>First and foremost- the solution benefits those who are unable to access traditional banking accounts and services. Secondly- it benefits those who support such people to have better access to financial services (e.g.- the donors)- giving them knowledge that they are able to help fellow members of the community. It also allows such people to donate time in kind to staff with their ‘mobile’ banks. It also provides a forum for banks to support their local communities (and their CSR obligations).</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>As per the description above- it’s the power of the community that propels the network.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The solution can be built to start small: •A community bank (Bendigo Bank- Sydney AU) can be approached about diverting a percentage of its community funding to subsidise the cost of accounts and micro loans for a few people – a simple product with no charges or interest •Once successful- ‘traditional’ banking customers can directly donate money through a ‘keep the change’ approach •As a parallel activity of bringing the bank to the at-risk community members can be rolled out at any point</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Further insights and resources to aid in the refinement and implementation of the solution.</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","4","I could work successfully, but could be more trouble than its worth.","I think it's a noble idea, but I think only a small percentage of people would use it.","It would probably not be feasible to run for such a small part of the population, especially when there are banking alternatives for these types of people already out there.","3","4","3"
"335VBRURDJCUNCHI5RUBRX8NZRI9EE","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","3X31TUMD7YYSRXM9837OE6CBVQD1LY","A38DC3BG1ZCVZ2","Submitted","Mon Oct 12 09:40:01 PDT 2020","Mon Oct 12 10:23:40 PDT 2020","Thu Oct 15 10:23:40 PDT 2020","","","","2619","100% (135/135)","0% (0/0)","0% (0/0)","<h2>Simple Banking</h2><p>Simple community banking where everyone benefits and is primarily focused on providing financial services for those who need it most.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>First and foremost- the solution benefits those who are unable to access traditional banking accounts and services. Secondly- it benefits those who support such people to have better access to financial services (e.g.- the donors)- giving them knowledge that they are able to help fellow members of the community. It also allows such people to donate time in kind to staff with their ‘mobile’ banks. It also provides a forum for banks to support their local communities (and their CSR obligations).</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>As per the description above- it’s the power of the community that propels the network.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>The solution can be built to start small: •A community bank (Bendigo Bank- Sydney AU) can be approached about diverting a percentage of its community funding to subsidise the cost of accounts and micro loans for a few people – a simple product with no charges or interest •Once successful- ‘traditional’ banking customers can directly donate money through a ‘keep the change’ approach •As a parallel activity of bringing the bank to the at-risk community members can be rolled out at any point</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Further insights and resources to aid in the refinement and implementation of the solution.</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","3","if successfully able to convince others to help others in their community it will be viable but i am not sure people will see this as anything other than a marketing scheme.","people might just see this as another way for the bank to make money","the technology for this exists","2","2","3"
"3H781YYV6TUD7RQW3XZSIX9ZTYLETJ","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","3EFE17QCRDHQZL2DU17AIF6D499HSJ","A37WXDYYT7RCZ0","Submitted","Mon Oct 12 09:15:21 PDT 2020","Mon Oct 12 09:15:48 PDT 2020","Thu Oct 15 09:15:48 PDT 2020","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","<h2>Network of (co-owened) Companies as a 'Force for Good'</h2><p>Network of (co-owened) Companies as a 'Force for Good'</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>As this concept combines several itselves proven components it should also (or even better) work in combination.</p><h4>This idea emerged from:</h4><p>An individual</p>","2","","","","2","2","2"
"3H781YYV6TUD7RQW3XZSIX9ZTYLETJ","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:46 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:46 PDT 2020","","","3QHK8ZVMINUT4V41A00DKIPKH2ULBR","AA9V4NE8SOA4I","Submitted","Mon Oct 12 09:07:22 PDT 2020","Mon Oct 12 09:09:32 PDT 2020","Thu Oct 15 09:09:32 PDT 2020","","","","130","0% (0/0)","0% (0/0)","0% (0/0)","<h2>Network of (co-owened) Companies as a 'Force for Good'</h2><p>Network of (co-owened) Companies as a 'Force for Good'</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>As this concept combines several itselves proven components it should also (or even better) work in combination.</p><h4>This idea emerged from:</h4><p>An individual</p>","4","","","","2","4","3"
"36AZSFEYZ4CUDGI1Y1XHI7RZNMOBVW","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:47 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:47 PDT 2020","","","3IKZ72A5B5S95CJ2RF2OG0KU1VPNFG","A37WXDYYT7RCZ0","Submitted","Mon Oct 12 09:19:24 PDT 2020","Mon Oct 12 09:19:52 PDT 2020","Thu Oct 15 09:19:52 PDT 2020","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","<h2>BCFI (Bridging Communities and the Food Industry)</h2><p>Use under utilized capacity/resources in the service industry to facilitate growth of community-based micro-entrepreneurs.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>Well-equipped kitchens and spaces go unused every day in NYC when restaurants close on certain days of the week. Meanwhile- there are a number of people selling homemade food items on the streets (i.e. tamales). If these micro-entrepreneurs can get access to use these unused spaces- they can grow their own output/profit- while restaurants can be paid for the space use through a profit/product share- gain community respect- & possibly incentivize workers to stay employed (if family works there).</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>There would really leverage the core of the neighborhood -- neighbors giving each other a hand up. While logistical boundaries exist- this could blossom within the new sharing economy. This is an opportunity to create bridges between different ethnicities/cultures/communities- connecting restaurants to grow profits and expand menus- while educating individuals on growing a business. University students/city agencies could get involved -- developing business & financial planning skills.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>We'd have to go out and talk to both restaurants and the micro-entrepreneurs- and determine the boundaries of the businesses (time- resources- etc) as well as the interest of the mirco-entrepreneurs.</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","4","","","","3","4","3"
"36AZSFEYZ4CUDGI1Y1XHI7RZNMOBVW","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:47 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:47 PDT 2020","","","3QBD8R3Z22VHPHMP8D6I4LN82FKO47","A38DC3BG1ZCVZ2","Submitted","Mon Oct 12 09:14:38 PDT 2020","Mon Oct 12 09:25:24 PDT 2020","Thu Oct 15 09:25:24 PDT 2020","","","","646","100% (135/135)","0% (0/0)","0% (0/0)","<h2>BCFI (Bridging Communities and the Food Industry)</h2><p>Use under utilized capacity/resources in the service industry to facilitate growth of community-based micro-entrepreneurs.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>Well-equipped kitchens and spaces go unused every day in NYC when restaurants close on certain days of the week. Meanwhile- there are a number of people selling homemade food items on the streets (i.e. tamales). If these micro-entrepreneurs can get access to use these unused spaces- they can grow their own output/profit- while restaurants can be paid for the space use through a profit/product share- gain community respect- & possibly incentivize workers to stay employed (if family works there).</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>There would really leverage the core of the neighborhood -- neighbors giving each other a hand up. While logistical boundaries exist- this could blossom within the new sharing economy. This is an opportunity to create bridges between different ethnicities/cultures/communities- connecting restaurants to grow profits and expand menus- while educating individuals on growing a business. University students/city agencies could get involved -- developing business & financial planning skills.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>We'd have to go out and talk to both restaurants and the micro-entrepreneurs- and determine the boundaries of the businesses (time- resources- etc) as well as the interest of the mirco-entrepreneurs.</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","3","it's not clear where the funding comes from","some small business entrepreneurs might not have a vision to expand","it might be possible but there are logistics involved","4","3","3"
"39WICJI5AT46J5JYK57ELU6JN5H3ZX","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:47 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:47 PDT 2020","","","3EFE17QCRDHQZL2DU17AIF6D49CSHX","A37WXDYYT7RCZ0","Submitted","Mon Oct 12 09:25:52 PDT 2020","Mon Oct 12 09:26:32 PDT 2020","Thu Oct 15 09:26:32 PDT 2020","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","<h2>Empower children with the knowledge and confidence of financial responsibility and resource management skills.</h2><p>Education through a tiered approach enabling children to gain financial stability.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>We wanted to develop a life-centered solution to improve the quality of life for the children- 10 to 15 years old- of Rio de Janeiro's Favelas- specifically Favela Rocinha. With this idea we will help teach children financial responsibility- help them develop resource management skills and empower them to play a part in the transformation of their community into prosperous neighborhoods.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>People in Brazil's Favelas already have an entrepreneurial spirit with in their communities. We want to encourage this community infrastructure and build from it. We will also engage the community with the promotion and distribution of the program.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>We would set up a small scale prototype within one of the schools or neighborhood facilities.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Facilitating the partnerships.</p><h4>This idea emerged from:</h4><p>A student project or collaboration</p>","3","","","","3","3","3"
"39WICJI5AT46J5JYK57ELU6JN5H3ZX","31L8DLROGDVTRXLCJJEDMJAVGLZA0O","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$0.40","Mon Oct 12 09:02:47 PDT 2020","2","BatchId:4215578;OriginalHitTemplateId:928390912;","3600","259200","Mon Oct 19 09:02:47 PDT 2020","","","3FIJLY1B6VG98XVF7UFGKPPP1AWPFK","A38DC3BG1ZCVZ2","Submitted","Mon Oct 12 09:38:23 PDT 2020","Mon Oct 12 10:13:59 PDT 2020","Thu Oct 15 10:13:59 PDT 2020","","","","2136","100% (135/135)","0% (0/0)","0% (0/0)","<h2>Empower children with the knowledge and confidence of financial responsibility and resource management skills.</h2><p>Education through a tiered approach enabling children to gain financial stability.</p><h4>Who does this idea benefit- who are the main players and what's in it for them?</h4><p>We wanted to develop a life-centered solution to improve the quality of life for the children- 10 to 15 years old- of Rio de Janeiro's Favelas- specifically Favela Rocinha. With this idea we will help teach children financial responsibility- help them develop resource management skills and empower them to play a part in the transformation of their community into prosperous neighborhoods.</p><h4>How is your idea specifically using the power of communities to improve financial opportunities and resources?</h4><p>People in Brazil's Favelas already have an entrepreneurial spirit with in their communities. We want to encourage this community infrastructure and build from it. We will also engage the community with the promotion and distribution of the program.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>We would set up a small scale prototype within one of the schools or neighborhood facilities.</p><h4>What skills- input or guidance might you be seeking from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Facilitating the partnerships.</p><h4>This idea emerged from:</h4><p>A student project or collaboration</p>","2","even if incorporated into a festival it is unclear if people would really be interested in learn about finance at that time.","it is not clear what the idea really is and how it will be presented","it could be implemented but i do not think it will be viable","3","2","2"
