"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.variable_name","Answer.Desirable","Answer.clarityreason","Answer.desirabilityreason","Answer.feasibilereason","Answer.feasible","Answer.overall","Answer.viability","Approve","Reject"
"306996CF6WWER423RNDSBJKJY0J1BZ","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:33 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:33 PST 2020","","","3AMYWKA6YCYV44Q3R1ZX1J7M31LO6I","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 08:34:08 PST 2020","Wed Nov 04 08:47:34 PST 2020","Sat Nov 07 08:47:34 PST 2020","","","","806","100% (17/17)","100% (17/17)","0% (0/0)","<h2>REISAP (Renewable Energy Information System Analysis Portal)</h2><p>The REISAP (Renewable Energy Information System Analysis Portal) Idea- has been developed from insights gained through my research phase of the How might communities lead the rapid transition to renewable energy?  project.A primilary depiction of this idea consists of 4 parts: -A web portal-A smartphone application-A specialized computer measuring/input device-An integrated community portal section and electrical micro-grid/distributed storage and renewable energy generation system</p><h4>What community does this idea benefit and who are the main players?</h4><p>This system is focused on users in low-density and rural areas where the local/regional utility is experience diminishing returns on their investment in providing energy to users (i.e. for every dollar the utility invests in energy product- they experience a negative return which increases with distance)The main players are the users- the portal operators and company- the microgrid operators- the suppliers and installers of energy efficiency and renewable energy technology and financing organizations.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>(Repeated from above)The idea addresses four issues or pain-points- identified in my previous post- “The Complexity (Paralysis) involved in the Transition to Renewable Energy”:-Decision analysis and comparison of current and future technologies-Being able to select feasible and practical energy consumption reduction methods- to reduce the size and cost of the installed renewable energy system-Being able to analyze and selecting between different system options (investing for water heating only first- then build on the system) paths based on least cost- investing in part now and the rest later- and available financing-Being able to apply what if scenarios- based on usage and environmental factors</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>An early- lightweight experiment that I can you try out in my own community to find out if the idea will meet your expectations- is to choose a:1. (option A)suburban home and apply a simplified version of the idea to a home in the suburban area 2. (option B) location in a rural area with basic energy needs</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>The skills- input or guidance I would be keen to connect with from the OpenIDEO community to collaborate with and help you build out or refine this idea further are:A. Technology Designers B. Technology Engineers C. Engineering/Discipline SpecialistD. Would be nice to have anyone with the following(idea refinement):1. Anthropologist2. Experimenter 3.Cross-Pollinator 4.Hurdler<-that's me 5.Collaborator 6.Director 7. Experience Architect 8.Set Designer 9.Storyteller 10.Caregiver (10 faces of innovationhttp://www.tenfacesofinnovation.com/tenfaces/index.htm )</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","4","It's viable because people will continue to want to do what they can to make their world better for their children.","This is a great idea because most communities probably don't participate in this kind of thing or even know how.","It's feasible to think that people would want to do their best to help the environment.","4","4","4"
"39N6W9XWRDZ78RLHJYCFQHMQLYJYGA","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:33 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:33 PST 2020","","","3FQ5JJ512M0KLYBGSQTLWDCZELEKNG","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 06:37:36 PST 2020","Wed Nov 04 07:20:27 PST 2020","Sat Nov 07 07:20:27 PST 2020","","","","2571","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Poo Power: using behaviour change- solidarity lending and biogas to bring renewables to Kyrgyzstan’s rural poor</h2><p>Kyrgyzstan has a considerable rural poor population and an ongoing energy crisis.Many of these rural communities have livestock- making them perfect candidates for biogas digesters as a source of cheap- renewable power- with the added benefit of manure as a by-product. However- there is as yet little understanding or trust in biogas as an energy source. This idea inspired communities to use biogas by providing a live and trusted demonstration of how it works. Harnessing children's natural 'pester power' and funding a pilot community will spread the power of poo to Kyrgyzstan's rural poor and enable them to lead their country's renewables transition.</p><h4>What community does this idea benefit and who are the main players?</h4><p>This benefits rural poor communities with livestock in Kyrgyzstan- one of DFID’s 28 priority countries. These communities live predominantly off their farming practices and have little or no access to energy. Kyrgyzstan has a high rate of literacy and we would expect the education of the target communities to be basic but with reading and writing competency. Rather than specify locations at this stage- it would be preferable to work with already established local NGOs to ensure the right pilot community is chosen- and help to build bridges to other communities.Specifically targeting the poorest families and women to become the community-employed plant maintenance operatives would help to address the additional needs of these groupings.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>These communities do not currently use renewable energy sources as uptake in Kyrgyzstan of biogas has been very limited- despite its perfect positioning for this fuel type due to its combination of livestock and an energy crisis. This is largely due to prohibitive costs and lack of understanding in communities which this idea seeks to overcome. By using the positive influencing of children and broadening this out to the whole grouping- the pilot community will recognise livestock excrement as a source of power and a solution to their energy needs.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Running a workshop with children- and a second with children and parents- to test educational methods and the power of infant influencing- will help to understand the best methods of approaching this educational phase and ascertain what branding territories might be most applicable.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Further thoughts on innovative financing mechanisms appropriate to impoverished communitiesMoney to provide the initial loan to the pilot community</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>Biofuels</p><h4>This idea emerged from:</h4><p>A Group Brainstorm</p>","3","It depends on a lot of circumstances.","It would depend on what the thoughts and feelings are of the people in the area.","If people aren't interested, they aren't going to want to take part.","3","3","3"
"3LAZVA75NI35ZJ98EWISMMUNX5FO26","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:33 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:33 PST 2020","","","36V4Q8R5ZLC0EJOBTUYIFKZ8810MQE","A1IZ4NX41GKU4X","Submitted","Wed Nov 04 06:51:25 PST 2020","Wed Nov 04 06:56:52 PST 2020","Sat Nov 07 06:56:52 PST 2020","","","","327","100% (15/15)","100% (12/12)","100% (12/12)","<h2>Use existing infrastructure to provide a platform for new technologies.</h2><p>In the more densely populated areas of a city there are generally large multi-residential buildings with occupants who already pay utilities. What if we had the option of paying a little more now as a group- so that everyone can benefit after the projects completion? Like crowdsourcing for renewables at the local and individual level.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The residents who help fund a project will benefit along with the building owners.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>It's community specific- not nessesarily for every area or low density populations. Get enough people to chip in and those individuals will be rewarded and possibly those who didn't. It also takes some of the cost away from one individual and spreads it across many people to make it more affordable.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Community meetings to see who would be interested and how it benefits them.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Urban planners definitely- along with architects and community outreach programs.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","5","It’s a viable idea because the world itself is trying to come back climate change by using renewable energy.","Most people want to be able to use renewable energy these days. It’s something that is not very feasible economically for everyone, so having a community come together to be able to afford it is a great idea.","It’s going to take participation which is the only thing that holds me back on the idea. Depending on the neighborhood or community this will be something that is going to be hard to get everyone involved. Most neighborhoods though will be able to come together and make this program happen.","4","5","5"
"3K3G488TR2K0JS5BBSCU9YSZWGP5QX","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:33 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:33 PST 2020","","","39RP059MEI5DADMMAC1SKV49M1FBM7","A27VBVMMEX9GJB","Submitted","Wed Nov 04 05:16:07 PST 2020","Wed Nov 04 05:32:27 PST 2020","Sat Nov 07 05:32:27 PST 2020","","","","980","0% (0/0)","0% (0/0)","0% (0/0)","<h2>Crowdfunded- internet based energy cooperative</h2><p>This idea would be be based on a website with the same concept than kickstarter.The idea is that anybody can give money to support the building of a wind generator or a solar panel farm- and then get money back from the production of this unit!</p><h4>What community does this idea benefit and who are the main players?</h4><p>The worldwide community would benefit this idea and the main players are us- the people!</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>It makes it incredibly easy to invest in green energy as a regular person.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An OpenIDEO Meetup</p>","5","I think the idea is viable because it provides something valuable, so it would continue to get support.","I think the idea is desirable because it gives people a chance to make money on an investment and at the same it promotes a sustainable energy source.","I think the idea is pretty feasible. There might be minor problems in implementing a way for people to give money.","4","5","5"
"3HA5ODM5KA4TU2Z39NJC8W1ZRSBVSI","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:33 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:33 PST 2020","","","3RJSC4XJ116EIJY6KXNHJCX492Y05Q","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:43:39 PST 2020","Wed Nov 04 06:31:08 PST 2020","Sat Nov 07 06:31:08 PST 2020","","","","2849","100% (17/17)","100% (17/17)","0% (0/0)","<h2>The Renewable Infinite Energy Viral Commitment Cycle.</h2><p>What would you do- if you could get all the energy that you could need in your life for just- one dollar? Besides stopping fossil and nuclear energy costs and pollution.There are such amazing and great projects- ideas and investigations about Renewable Infinite Energy production- besides the great ideas of all the people in here- that need to be known and supported to improve our world- so… “Lets make a viral commitment to support them”The main renewable energy generation methods to focus on-in my opinion must be the Electricity production from MAGNETISMandELECTROLYSIS PROCESSES to produce Hydrogen- Oxygen- and Electricity from water and air. Because this energy sources don’t depend on climatic circumstances- to produce energy.</p><h4>What community does this idea benefit and who are the main players?</h4><p>Every community and every one shall benefit form renewable infinite energy- we all are the main players by doing a commitment to donate for support and by learning and teaching othersabout this kind of energy.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>Via the viral commitment to spread knowledge and teach 10 different persons every week until every one on earth knows that everyone can produce and how to produce his own energy.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>I can go out and start to speak to people about producing your own Renewable Infinite Energy and watch their reaction to the information- I’ll ask if they agree to the dollar donation as well. Every body wants to save money- don’t we? I have talk to a couple of persons and their reaction was positive. One of them even said- I wish you can make it come true.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>I wish you could help me and the world to develop and administrate the donation system and project sponsoring methodology.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A type of energy not listed</p><h4>This idea emerged from:</h4><p>An Individual</p>","4","Things that go viral don't last a long time, you would need campaigns to make many things go viral.","This is information a lot of people would find interesting.","Getting an idea to go viral is a little difficult, but once you do, you know a lot of people have been reached.","5","4","3"
"39O0SQZVJNJFIXYUC0GRC8G0J8M7RF","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:34 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:34 PST 2020","","","3PJUZCGDJ7SF1V5LIRDDO78OEWN896","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:13:56 PST 2020","Wed Nov 04 05:56:02 PST 2020","Sat Nov 07 05:56:02 PST 2020","","","","2526","100% (17/17)","100% (17/17)","0% (0/0)","<h2>(Update:) Let's create addicts!</h2><p>Using the psychology in behalf of creating a positive addictions to use renewable energy technologies. People are intended to get used to a things that give them pleasure- right? So let's create some pleasure by renewable energyand make them addict. It is a 6 step process including;0. Feasibility ( Place- Actors & Funding )1. Install 2. Monitor3. Reward 4. Uninstall5. Monitor & Compare6.Reinstall & Financial Model</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","3","I don't think people would be too interested in this after it's started up.","I don't think it's necessarily good to start any kind of addiction, even if it is positive.","You would need to find funding, like you stated in the description.","2","2","2"
"3SR6AEG6W55L8NGS34UXBHYR0YWYH9","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:34 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:34 PST 2020","","","35USIKEBNSSDMJQRQMZKMU7HDQN6NQ","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 06:00:04 PST 2020","Wed Nov 04 06:46:10 PST 2020","Sat Nov 07 06:46:10 PST 2020","","","","2766","100% (17/17)","100% (17/17)","0% (0/0)","<h2>A Powerful Playground !</h2><p>Kids have energy. There's no doubt about that. Their favorite part of school is recess and they can't wait to get outside. What if we could use all of this energy to power places in our community- including our schools?Tiger Energy Biscuits- a Kraft company-used this same idea to build a playground. They partnered with a local university in the Philippines- working one year to create a playground that could capture energy used on the equipment to power their local community. This can be even more advanced- using other technology such as energy capturing tiles currently used at stadiums. This is a learning opportunity for kids and become cost effective for communities- and promote a school or business in the process.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The community: The cool thing about this is that it can be placed into any community.A community could plant a park- transform a park- add it to their schools- implement this into malls- theme-parks- anything! Once a community invests the time into making one- the parts and playground can be easily re-created for another location or purpose. If a city just wanted one swing set- they could just start out with that. With the money they save- they could grow their playground and their investment into even more opportunities for reusable energy.The people: Being a college student- I'm always looking for opportunities for projects like this to use my talents and make an impact- and I know I'm not the only one. Schools will want to be a part of this if it gives exposure to their university- and the opportunity for students to have a real-life experience. The kids: When I was a kid- we used to convince my teacher to give us extra recess. I know in second grade I would have so many questions of how the playground worked and why we were doing it. This could even be a fun way for schools and students to compete. They could see which class created the most energy- competing against their friends or even schools competing against schools.The city: This could create so much publicity for the city and others involved- going green is always a trend- and this is a cool way to promote it.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>This idea isn't just about changing light-bulbs. This is about creating sustainable playgrounds that can power a city for years and years.Renewable energy- our focus is trying to change and develop things that already exist such as the oil industry- when we should be looking to completely new ideas (like Open IDEO is doing). If people want to have an impact on their planet- instead of waiting on someone else to change their energy- a community can start this on their own. They don't need to wait for a big company or organization- they can start making environmental change on their own!</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>1. Classes can start the discussion of energy- and start to brainstorm their own ideas and concepts for creating this renewable playground. This is the most cost effective and easiest way to see the potential of this project.2. Communities can host an even- putting things such as sustainable dance floors can be put in place to see how much energy a group of people can actually create! Their interest might start the discussion of putting this in place.http://www.sustainabledanceclub.com/products/sustainable_dance_floor/3. The company Playground Energy uses the energy from children- to create a better playground experience by adding light and sound with their energy used. Even just putting one of these items in place- you can begin to see value in the energy of kids.http://www.playgroundenergy.com/</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>This idea is good- but it can be something even greater.Post your input on how we can evolve this into something amazing!How can this playground improve your community? Are there any other pieces of technology out there that support this idea? How can we make this already existing idea better? How can this be tied into idea of a power-producing gym?</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A combination of various types of renewable energy</p><h4>This idea emerged from:</h4><p>An Individual</p>","4","Some communities don't have a lot of children in them, there needs to be other ways to get them involved.","Teaching children early is a great idea in order to get them used to being environmentally friendly.","There would need to be a lot of other ways in order to make things renewable.","3","4","4"
"35ZRNT9RUIAUK15RIWWX5WZF3JFO3H","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:34 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:34 PST 2020","","","3FE7TXL1LJZA7FKIJCFY0BLA2W0Q28","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:23:54 PST 2020","Wed Nov 04 06:07:40 PST 2020","Sat Nov 07 06:07:40 PST 2020","","","","2626","100% (17/17)","100% (17/17)","0% (0/0)","<h2>Solar Bud Lamp</h2><p>The Solar Bud Lamp is a prototype for a series of household products that are powered by sunshine. They are intended to provide exposure to practical solar power applications on a personal level.</p><h4>What community does this idea benefit and who are the main players?</h4><p>Initially- the Solar Bud Lamp is suited to DIY 3D printers. But in a wider sphere it- and similar products- may be attractive to anyone who enjoys capturing and managing their own energy. It providesvaluable lessons in the usefulness of sunshine- thefinite quantity of energy available for use- the value of energy conservation- and our relationship to the natural world.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>The Solar Bud Lamp is a household object that can introduce the basic nature of solar power to the community.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>A protoype of the Solar Bud Lamp has been 3D printed and is being tested in operation. The files for 3D printing the Solar Bud Lamp will be posted on a well-known 3D printing service site and will be available to the public for download.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>Electrical engineering. Improvements in the solar cell- and solar cell efficiencies. Methods to determine and display the amount of stored energy. Intelligence in operating modes- for example- a timer. Injection molding requirements.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>Solar</p><h4>This idea emerged from:</h4><p>An Individual</p>","5","I think this idea has the ability to last a long time and be profitable.","I could easily see this being a must have Christmas gift.","Using a 3D printer makes this idea even easier to pull off.","5","5","5"
"38Z7YZ2SB3ECVG0QICVOY7W412UQIR","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:34 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:34 PST 2020","","","3VSOLARPKCLT0YZF6AIHXQ0DYAX39B","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:25:08 PST 2020","Wed Nov 04 06:09:45 PST 2020","Sat Nov 07 06:09:45 PST 2020","","","","2677","100% (17/17)","100% (17/17)","0% (0/0)","<h2>AVAVA Systems: Renewable Energy + Modular Housing=Smart Communities!</h2><p>AVAVA Systems mission is to design the most compelling and sustainable solutions for affordable housing in the world. We believe renewable energy should be fully integrated into to our living and working spaces as a standard option. This combined with a high efficiency building envelopes and natural water treatment systems will allow people to build new towns and cities nearly anywhere in the worldin a way that is truly sustainable. Our designs are intended to be locally manufactured and assembled in order to create jobs for these communities.For the people- by the people!</p><h4>What community does this idea benefit and who are the main players?</h4><p>Our product is intended for a number of communities- these are as follows:The 863 million people across the world are living in slum conditions. (As of 2015). The 42 million people left homeless because of natural disasters. (2010 Figure). The 27 percent of Americans that spend more than half their income on rent. (As of 2010) The 3 billion people- or about 40 per cent of the world’s population- that will need proper housing and access to basic infrastructure by 2030- according to UN HabitatOur population is expanding at an exponential rate and the only way to achieve an acceptable standard of living for the people of this planet is through innovation. We implore you to help us with this mission.</p><h4>How does your idea specifically help your community rapidly transition to renewables?</h4><p>If renewable energy comes standard on any living or working space we build- than the need to “transition” becomes unnecessary. In addition- if these spaces are so elegant and desirable that all the surrounding communities decide they simply must have them- than you start a renewable energy movement by demand. This is a very important factor. The majority of people didn't crave electric automobiles until Tesla started making them desirable. We must combine the form of beautifully designed housing with the function on renewable energy in order to create a scaleable solution that will go viral.</p><h4>What early- lightweight experiment can you try out in your own community to find out if the idea will meet your expectations?</h4><p>Avava systems has approached the owners of a few vacant lots around the San Francisco Bay area and has received permission to do a pilot projects at these locations. This would allow us to test an initial production run of our units as well as get feedback from local users. We are also in conversation with a architecture firm that is working on sustainable work force housing for a number of projects throughout North America.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>The folks at AVAVA Systems love meeting anyone who is passionate about affordable- sustainable housing. With that said- we are especially interested meeting people are working on real development projects and are open to innovative methods. We are also currently in fund raising mode- so if you or someone you know is interested in investing in “the most compelling way to build our communities” we would love to talk to them. Finally- we are always interested in talking to mechanical engineers and industrial designers.(UPDATE) One of the best things about contributing to this challenge has been the talented people that have come forward to offer their time and expertise to help us be more successful. 1. Thank you so much to Matthew Chow from the IDEO team for the help he gave us regarding our business strategy. Matthew started with a great template to evaluate our product applications. He then helped us figure out a clear and concise business plan around that application including potential partnerships- value proposition and growth strategy. Matthew's energy was inspiring and he asked some really good questions. We really appreciate the time and effort he devoted to our company.2. We have been contacted by mechanical engineer who shares our vision for creating affordable- sustainable and sexy housing solutions. We look forward to collaborating with her. We have also been contacted by a designer who is focusing on better utilizingpublic and vacant spaces- and we hope to provide him with some innovative solutions. A big thank you to OpenIDEO for getting our idea in front of people in a way that inspires them. We look forward to strengthening these relationships and building more as we move forward.</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>Solar</p><h4>This idea emerged from:</h4><p>A Group Brainstorm</p>","4","Once you've got people willing to live in these houses, I think the idea could continue to grow and be profitable.","I think most people would want a home that helps the environment.","I think it would probably cost more to live there than in a regular building.  It's considered ""affordable"" but to whom?","2","4","3"
"3WRKFXQBOBJL4IRC9MCIBTZ60BBYI2","3NN44GVSBHALYSD581P8LC82KIEFGM","Rating ideas based on some criteria","In this survey we present a few ideas from a given challenge. We ask you to give a rating to each idea based on some criteria. Our goal is to devise a technique to semi-automatically rate a large set of design ideas.","survey, rating","$1.00","Wed Nov 04 03:00:34 PST 2020","1","BatchId:4240243;OriginalHitTemplateId:928390912;","3600","259200","Wed Nov 11 03:00:34 PST 2020","","","3O7L7BFSHF1PLX8FZO5QTA3D8P6IEW","A29VL3MZE7YPBZ","Submitted","Wed Nov 04 05:07:33 PST 2020","Wed Nov 04 05:27:08 PST 2020","Sat Nov 07 05:27:08 PST 2020","","","","1175","100% (17/17)","100% (17/17)","0% (0/0)","<h2>A simple system to harness the potential energy of falling rain and collect fresh water at the same time.</h2><p>This idea is a mechanical system that collects rain water at a height and uses this to turn a dynamo and recharge large batteries as it comes down to ground level. Here it is emptied into storage tanks or wells for later use.The system provides free renewable energy and clean water to remote areas with high rainfall anywhere in the world.The key points are that: -it can be reasonably cheap to make and easy for local communities to construct themselves. - Useful in areas that are often cloudy and solar is not particularly effective - Each tower can generate enough electricity topower lighting at a recharge station and recharge radio equipment or mobile phones for locals.</p><h4>What community does this idea benefit and who are the main players?</h4><p>The biggest places that will benefit are those in high rainfall/monsoon regions where a lot of rain can fall for many days. During the rainy season heavy cloud cover can mean very little sunlight for effective solar panel use. Areas that have no electricity supply at all will benefit the most.</p><h4>What skills- input or guidance are you keen to connect with from the OpenIDEO community to help you build out or refine your idea further?</h4><p>We need to be able to use mathematical/physics models to see how much rain water needs to be collected to generate certain amounts of electricity. What size of trough is needed- how may towers are needed to have a constant supply of electricity while it rains?</p><h4>Please indicate which type of energy is most relevant to this post:</h4><p>A type of energy not listed</p><h4>This idea emerged from:</h4><p>An Individual</p>","5","It wouldn't be useful to places that has little rainwater so there is a problem for a lot of the world.","People are always looking for new ways in which to use things in nature to be more efficient.","It would have to rain a lot in the area in order to collect the rainwater.","4","3","3"
